Organization Name,Founded Date,Headquarters Location,Headquarters City,Headquarters State,baden_wuerttemberg,bayern,berlin,brandenburg,bremen,hamburg,hessen,mecklenburg_vorpommern,niedersachsen,nordrhein_westfalen,rheinland_pfalz,saarland,sachsen,sachsen_anhalt,schleswig_holstein,thueringen,Industries,industry,industrials,information_technology,communication_services,real_estate,financials,consumer_discretionary,web3_blockchain,health_care,materials,consumer_staples,other,utilities,energy,Number of Employees,Number of Funding Rounds,Total Funding Amount,Last Funding Type,Last Funding Date,Last Funding Amount,Number of Investors,Number of Articles,Description,Cleaned Industry,Search Query,twitter,instagram,linkedin,ceo_connections,ceo_connections_dummy,Total Funding Currency,Total Funding Amount Clean,Last Funding Currency,Last Funding Amount Clean,fx,fx_source,fx_rate,total_funding,last_funding,age,funding_time_months,startup_stage,industry_clean
Langdock,2023-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Database,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"$3,500,000",Seed,2024-04-19,"$3,000,000",7.0,12.0,"Langdock is an interactive chat assistant for teams of any size, complete with full privacy settings to ensure compliance.",AI,Langdock AI startup website,541.0,0.0,4000.0,500.0,1,$,3500000.0,$,3000000.0,1.06,historical,1.06,3710000.0,3180000.0,2,15,2,information_technology
Fliz,2023-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finance, Financial Services, FinTech,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,"€100,000",Pre-Seed,2024-04-22,"€100,000",1.0,,Fliz is a fintech company that provides users with a secure online payment platform that is free of any additional fees.,Finance,Fliz Finance startup website,0.0,0.0,348.0,500.0,1,€,100000.0,€,100000.0,1.07,historical,1.07,100000.0,100000.0,2,15,1,financials
MARKT-PILOT,2020-04-01,"Esslingen, Baden-Wurttemberg,",Esslingen,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, Machinery Manufacturing,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,51-100,2,"$49,735,894",Series A,2024-04-23,"$43,000,000",2.0,18.0,MARKT-PILOT develops software to optimize machine manufacturers' spare parts business through market-driven pricing.,Analytics,MARKT-PILOT Analytics startup website,0.0,303.0,0.0,0.0,0,$,49735894.0,$,43000000.0,1.07,historical,1.07,53217406.580000006,46010000.0,4,48,3,information_technology
AVES Reality,2022-01-01,"Garmisch-partenkirchen, Bayern,",Garmisch-partenkirchen,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Mapping Services,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2024-04-25,,3.0,,AVES Reality creates AI-based software that generates virtual 3D maps of any location using data such as satellite and overflight images.,AI,AVES Reality AI startup website,0.0,0.0,2000.0,500.0,1,,,,,1.07,historical,1.07,,,3,27,1,information_technology
Deltia,2022-11-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, AI,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€6,100,000",Seed,2024-04-26,"€4,500,000",11.0,5.0,Unlocking a new level of productivity in manual processes with the power of computer vision and AI-based analytics,Analytics,Deltia Analytics startup website,0.0,0.0,2000.0,500.0,1,€,6100000.0,€,4500000.0,1.07,historical,1.07,6100000.0,4500000.0,2,17,2,information_technology
MyTaag,2020-01-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Credit Cards, Debit Cards, Internet,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,2,"€550,000",Seed,2024-04-29,"€500,000",2.0,,MyTaag provides customized smart sticker and cards that can be used as digital business cards.,Credit Cards,MyTaag Credit Cards startup website,0.0,1635.0,1000.0,500.0,1,€,550000.0,€,500000.0,1.07,historical,1.07,550000.0,500000.0,5,51,2,financials
Dwinity,2023-01-01,"Gräfelfing, Bayern, Germany",Gräfelfing,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blockchain, Decentralized Finance (DeFi),",Web3/Blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,11-50,1,"$2,400,000",Seed,2024-04-30,"$2,400,000",,1.0,Dwinity is a Web3 operating system for sensitive Data & Decentralized AI.,Blockchain,Dwinity Blockchain startup website,14200.0,4407.0,5000.0,500.0,1,$,2400000.0,$,2400000.0,1.07,historical,1.07,2568000.0,2568000.0,2,15,2,web3_blockchain
Ovom Care,2023-03-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Fertility,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€5,800,000",Seed,2024-04-30,"€4,800,000",3.0,22.0,Ovom Care is an AI healthcare based company.,AI,Ovom Care AI startup website,0.0,1281.0,4000.0,500.0,1,€,5800000.0,€,4800000.0,1.07,historical,1.07,5800000.0,4800000.0,1,13,2,information_technology
Fronyx,2020-01-01,"Essen, Nordrhein-Westfalen, Germany",Essen,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AI, Electric Vehicle,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,Pre-Seed,2024-05-01,,1.0,,Fronyx develops online solutions using artificial intelligence for the electric vehicle industry.,AI,Fronyx AI startup website,0.0,0.0,901.0,500.0,1,,,,,1.07,historical,1.07,,,5,51,1,information_technology
Arbio Group,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hospitality, Property Management,,,",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,51-100,2,"€25,000,000",Seed,2024-05-01,"€20,000,000",14.0,,Arbio is transforming the property management landscape for alternative accommodations by leveraging advanced AI technology.,Hospitality,Arbio Group Hospitality startup website,0.0,0.0,635.0,500.0,1,€,25000000.0,€,20000000.0,1.07,historical,1.07,25000000.0,20000000.0,3,27,2,consumer_discretionary
GauVendi,2020-05-08,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Hospitality, Information Technology,",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,11-50,1,"€1,000,000",Seed,2024-05-07,"€1,000,000",,3.0,GauVendi is an End-To_end Sales System including AI-powered booking technology and revenue automation for the hospitality industry.,Hospitality,GauVendi Hospitality startup website,0.0,0.0,4000.0,500.0,1,€,1000000.0,€,1000000.0,1.08,historical,1.08,1000000.0,1000000.0,4,47,2,consumer_discretionary
everyone energy,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Energy, Renewable Energy, SaaS,",Energy,0,0,0,0,0,0,0,0,0,0,0,0,1,11-50,1,,Seed,2024-05-07,,2.0,2.0,everyone energy is an automated energy advisory platform that aims to improve the user experience during the energy transition.,Energy,everyone energy Energy startup website,53.0,0.0,2000.0,500.0,1,,,,,1.08,historical,1.08,,,4,40,2,energy
UpVisit,2022-04-28,"Stuttgart, Baden-Wurttemberg,",Stuttgart,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Augmented Reality, Education,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€1,600,000",Seed,2024-05-07,"€1,600,000",1.0,,"UpVisit is a digital operating system for upgrading physical spaces, with DeepTech access and connects the analog and digital worlds.",Augmented Reality,UpVisit Augmented Reality startup website,0.0,0.0,2000.0,500.0,1,€,1600000.0,€,1600000.0,1.08,historical,1.08,1600000.0,1600000.0,2,24,2,information_technology
hexafarms,2022-07-13,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AgTech, B2B, SaaS",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"$1,525,807",Pre-Seed,2024-05-14,"€1,300,000",3.0,19.0,Hexafarms offers a SaaS that enables greenhouses and vertical indoor farms to save on their operations and production.,AgTech,hexafarms AgTech startup website,0.0,0.0,2000.0,500.0,1,$,1525807.0,€,1300000.0,1.08,historical,1.08,1647871.56,1300000.0,2,22,1,industrials
embedded ocean GmbH | Xentara,2020-06-03,"Unterhaching, Bayern, Germany",Unterhaching,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Industrial Automation, Industrial Manufacturing,,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,2,,Seed,2024-05-14,,2.0,,The Future of PLC is Software-Defined,Industrial Automation,embedded ocean GmbH | Xentara Industrial Automation startup website,0.0,0.0,2000.0,500.0,1,,,,,1.08,historical,1.08,,,4,47,2,industrials
trawa,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clean Energy, CleanTech, Renewable Energy,",Utilities,0,0,0,0,0,0,0,0,0,0,0,1,0,1-10,3,"€12,400,000",Seed,2024-05-15,"€10,000,000",14.0,25.0,Renewable Energy-as-a-Service,Clean Energy,trawa Clean Energy startup website,0.0,0.0,3000.0,500.0,1,€,12400000.0,€,10000000.0,1.08,historical,1.08,12400000.0,10000000.0,3,28,2,utilities
Aiden,2024-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Property Management,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€100,000",Pre-Seed,2024-05-16,"€100,000",1.0,,"Aiden uses AI to help property managers enhance customer service and automate requests, guiding them into AI-driven real estate.",AI,Aiden AI startup website,0.0,0.0,0.0,0.0,0,€,100000.0,€,100000.0,1.09,historical,1.09,100000.0,100000.0,1,4,1,information_technology
Caeli Wind,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Intelligent Systems, Marketing,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,51-100,3,"€14,000,000",Series A,2024-05-16,"€11,000,000",5.0,15.0,Digital marketplace that identifies wind potential locations for landowners and enables professional AI-supported analysis and marketing.,Intelligent Systems,Caeli Wind Intelligent Systems startup website,0.0,114.0,2000.0,500.0,1,€,14000000.0,€,11000000.0,1.09,historical,1.09,14000000.0,11000000.0,4,40,3,information_technology
Omnipeak.AI,2023-01-01,"Frankfurt An Der Oder, Brandenburg,",Frankfurt An Der Oder,Brandenburg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Marketing,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,,Pre-Seed,2024-05-23,,2.0,,Omnipeak is an AI-powered software solution that automates account-based marketing campaigns.,AI,Omnipeak.AI AI startup website,14.0,0.0,463.0,383.0,0,,,,,1.08,historical,1.08,,,2,16,1,information_technology
Faircado,2022-01-04,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Browser Extensions, E-Commerce,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€3,000,000",Pre-Seed,2024-05-28,"€2,250,000",12.0,26.0,"Faircado is making sustainable consumption easy, attractive and affordable through its AI-powered second-hand shopping assistant",Browser Extensions,Faircado Browser Extensions startup website,169.0,4.711,6000.0,9468.0,1,€,3000000.0,€,2250000.0,1.09,historical,1.09,3000000.0,2250000.0,3,28,1,information_technology
JUPUS,2022-01-01,"Cologne, Nordrhein-Westfalen,",Cologne,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AI, Legal Tech,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"€1,850,000",Seed,2024-05-28,"€1,300,000",8.0,2.0,JUPUS is the AI secretary for law firms,AI,JUPUS AI startup website,0.0,0.0,2000.0,500.0,1,€,1850000.0,€,1300000.0,1.09,historical,1.09,1850000.0,1300000.0,3,28,2,information_technology
AUTOVIO,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Automotive, Consulting, Education,,",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,11-50,3,"€8,400,000",Series A,2024-05-29,"€3,800,000",2.0,2.0,Autovio provides a full-stack platform of software and business services for the driving education industry.,Automotive,AUTOVIO Automotive startup website,0.0,0.0,227.0,500.0,1,€,8400000.0,€,3800000.0,1.09,historical,1.09,8400000.0,3800000.0,4,40,3,consumer_discretionary
Seqana,2021-02-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AgTech, Carbon Capture, Food and Beverage,",Utilities,0,0,0,0,0,0,0,0,0,0,0,1,0,11-50,4,"$5,690,623",Seed,2024-05-30,"€2,100,000",9.0,2.0,Seqana develops a software enabling carbon capturing for farmers.,AgTech,Seqana AgTech startup website,0.0,0.0,4000.0,500.0,1,$,5690623.0,€,2100000.0,1.08,historical,1.08,6145872.840000001,2100000.0,3,39,2,utilities
Agenta,2023-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, AI,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€1,100,000",Seed,2024-06-01,"€1,000,000",2.0,1.0,Agenta is the open-source LLMOps platform that allows developers build production ready LLM-powered applications.,Apps,Agenta Apps startup website,115.0,0.0,2000.0,500.0,1,€,1100000.0,€,1000000.0,1.09,historical,1.09,1100000.0,1000000.0,2,16,2,information_technology
roofline,2024-03-05,"Aachen, Nordrhein-Westfalen,",Aachen,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AI, Machine Learning,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2024-06-01,,1.0,,"On the mission to make AI deployment at the edge flexible, efficient, and easy.",AI,roofline AI startup website,0.0,0.0,952.0,500.0,1,,,,,1.09,historical,1.09,,,0,2,1,information_technology
Leeana,2023-02-07,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GreenTech, Software, Sustainability",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$125,000",Pre-Seed,2024-06-03,"$125,000",1.0,1.0,The biodiversity platform for the next generation of nature-related action,GreenTech,Leeana GreenTech startup website,0.0,0.0,2000.0,500.0,1,$,125000.0,$,125000.0,1.09,historical,1.09,136250.0,136250.0,1,15,1,information_technology
Crafthunt,2022-10-06,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Construction, Recruiting, SaaS,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€3,000,000",Seed,2024-06-04,"€3,000,000",4.0,,Europe's largest platform for construction professionals offering the best job opportunities and breaking language barriers,Construction,Crafthunt Construction startup website,12.0,0.0,1000.0,500.0,1,€,3000000.0,€,3000000.0,1.09,historical,1.09,3000000.0,3000000.0,2,19,2,industrials
Metiundo,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, Information Technology,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,,Seed,2024-06-05,,2.0,,Metiundo develops hardware and software for collecting consumption data of properties.,Analytics,Metiundo Analytics startup website,0.0,0.0,2000.0,500.0,1,,,,,1.09,historical,1.09,,,4,41,2,information_technology
Plancraft,2020-02-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SaaS,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€14,100,000",Series A,2024-06-05,"€12,000,000",6.0,8.0,easy SaaS for craftsmen & contractors,SaaS,Plancraft SaaS startup website,0.0,7.485,2000.0,500.0,1,€,14100000.0,€,12000000.0,1.09,historical,1.09,14100000.0,12000000.0,4,52,3,information_technology
DeepSkill,2020-04-20,"Köln, Nordrhein-Westfalen, Germany",Köln,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"E-Learning, Personal Development,",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,11-50,3,"€1,500,000",Seed,2024-06-05,"€1,500,000",9.0,,DeepSkill is a digital platform for holistic personnel development.,E-Learning,DeepSkill E-Learning startup website,0.0,0.0,3000.0,500.0,1,€,1500000.0,€,1500000.0,1.09,historical,1.09,1500000.0,1500000.0,4,49,2,consumer_discretionary
Mateo,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"CRM, Customer Service",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€240,000",Seed,2024-06-05,,3.0,,Mateo is the omni-channel customer experience powerhouse that enables local brands and businesses to drive more growth,CRM,Mateo CRM startup website,0.0,0.0,2000.0,500.0,1,€,240000.0,,,1.09,historical,1.09,240000.0,,4,41,2,industrials
Restate,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$7,000,000",Seed,2024-06-10,"$7,000,000",16.0,,"Restate build workflows, event-driven applications, and distributed services in a fault-tolerant manner with durable async/await.",Software,Restate Software startup website,0.0,0.0,0.0,0.0,0,$,7000000.0,$,7000000.0,1.08,historical,1.08,7560000.000000001,7560000.000000001,3,29,2,information_technology
ARX Robotics,2021-01-01,"München, Bayern, Germany",München,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Autonomous Vehicles, Drones,,",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,11-50,2,"€10,150,000",Seed,2024-06-10,"€9,000,000",3.0,3.0,ARX is a defense technology company that specializes in the development of autonomous unmanned systems for dual-use applications.,Autonomous Vehicles,ARX Robotics Autonomous Vehicles startup website,0.0,38.0,9000.0,500.0,1,€,10150000.0,€,9000000.0,1.08,historical,1.08,10150000.0,9000000.0,4,41,2,consumer_discretionary
BlazeSQL,2023-02-04,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Human Resources,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,,Pre-Seed,2024-06-12,,,,BlazeSQL is an AI-powered tool that helps you turn questions into data insights from your SQL database.,AI,BlazeSQL AI startup website,0.0,0.0,1000.0,0.0,0,,,,,1.07,historical,1.07,,,1,16,1,information_technology
Replique,2020-01-01,"Mannheim, Baden-Wurttemberg,",Mannheim,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3D Printing, Information Technology,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,,Seed,2024-06-13,,4.0,7.0,Replique is an online first fully encrypted 3D printing platform that makes spare part management more sustainable to large OEMs.,3D Printing,Replique 3D Printing startup website,0.0,0.0,3000.0,500.0,1,,,,,1.08,historical,1.08,,,5,53,2,information_technology
ACE Alternatives,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Accounting, Consulting, Financial Services,,,,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,11-50,1,,Seed,2024-06-14,,1.0,11.0,"ACE Alternatives, is a tech-driven managed services provider for Alternative Assets; fund admin, compliance, tax, accounting, ESG.",Accounting,ACE Alternatives Accounting startup website,3.0,0.0,3000.0,500.0,1,,,,,1.07,historical,1.07,,,4,41,2,financials
Synapze,2021-04-01,"Landshut, Bayern, Germany",Landshut,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Banking, Compliance, Financial Services,,,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,3,"€500,000",Pre-Seed,2024-06-18,"€50,000",2.0,,"Makers of TinyAI - a cost effective, privacy compliant AI that can be on-prem / cloud for efficient process automation.",Banking,Synapze Banking startup website,0.0,0.0,417.0,476.0,0,€,500000.0,€,50000.0,1.07,historical,1.07,500000.0,50000.0,3,38,1,financials
eco.mio,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SaaS, Software, Sustainability",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,4,"€785,000",Seed,2024-06-18,,14.0,12.0,Eco.mio empowers companies to achieve their climate goals while simultaneously realizing significant cost savings on business travel.,SaaS,eco.mio SaaS startup website,0.0,0.0,3000.0,500.0,1,€,785000.0,,,1.07,historical,1.07,785000.0,,4,41,2,information_technology
mika,2023-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Accounting, Document Management,,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,"€800,000",Pre-Seed,2024-06-18,"€800,000",1.0,,"mika is an accounting solution firm that offers monthly bookkeeping, payroll, invoice management, and financial planning services.",Accounting,mika Accounting startup website,0.0,0.0,2000.0,500.0,1,€,800000.0,€,800000.0,1.07,historical,1.07,800000.0,800000.0,2,17,1,financials
Cambrium,2020-08-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Advanced Materials, Bioinformatics,,,",Materials,0,0,0,0,0,0,0,0,1,0,0,0,0,11-50,3,"€8,000,000",Seed,2024-06-20,,12.0,4.0,Cambrium is engineering biology to create high-performance proteins.,Advanced Materials,Cambrium Advanced Materials startup website,0.0,254.0,9000.0,500.0,1,€,8000000.0,,,1.08,historical,1.08,8000000.0,,4,46,2,materials
atmio,2023-01-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Clean Energy, Energy, Fossil Fuels,,,,",Utilities,0,0,0,0,0,0,0,0,0,0,0,1,0,1-10,2,"$6,860,222",Seed,2024-06-20,"€5,100,000",8.0,15.0,"The operating system for the oil & gas sector to effortlessly find, fix, and report methane emissions",Clean Energy,atmio Clean Energy startup website,0.0,0.0,2000.0,500.0,1,$,6860222.0,€,5100000.0,1.08,historical,1.08,7409039.760000001,5100000.0,2,17,2,utilities
DataPulse Research,2023-09-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Visualization, Digital Media",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2024-06-23,,2.0,,DataPulse Research is an independent research institute that publishes data driven studies and infographics.,Data Visualization,DataPulse Research Data Visualization startup website,0.0,37.0,62.0,43.0,0,,,,,1.07,historical,1.07,,,1,9,1,information_technology
SynthFlow AI,2023-07-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Productivity Tools,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"$8,984,617",Seed,2024-06-27,"$7,400,000",3.0,17.0,"Synthflow AI empowers businesses to build customizable, no-code AI voice assistants that handle a variety of tasks.",AI,SynthFlow AI AI startup website,0.0,0.0,5000.0,500.0,1,$,8984617.0,$,7400000.0,1.07,historical,1.07,9613540.19,7918000.0,1,11,2,information_technology
Bling.de,2021-06-11,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"EdTech, Financial Services, FinTech",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,11-50,3,"€14,700,000",Series A,2024-06-27,"€11,200,000",20.0,2.0,"Among Germany's fastest growing fintechs, Bling is reinventing Retail-Banking for families.",EdTech,Bling.de EdTech startup website,0.0,0.0,4000.0,500.0,1,€,14700000.0,€,11200000.0,1.07,historical,1.07,14700000.0,11200000.0,3,36,3,financials
Fleming,2020-12-04,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Banking,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"€2,750,000",Seed,2024-07-01,"€1,400,000",,4.0,"Fleming: finance & banking for healthcare pros—digital investment & working capital loans, plus a suite (account, card, POS, MoneyMarket).",AI,Fleming AI startup website,0.0,0.0,5000.0,500.0,1,€,2750000.0,€,1400000.0,1.07,historical,1.07,2750000.0,1400000.0,4,42,2,information_technology
913.ai,2023-01-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"AI, Enterprise Software,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"€400,000",Pre-Seed,2024-07-01,"€300,000",1.0,,Deep Automation of Specialist Workflows via our proprietary AI Infrastructure.,AI,913.ai AI startup website,52.0,0.0,4000.0,500.0,1,€,400000.0,€,300000.0,1.07,historical,1.07,400000.0,300000.0,2,17,1,information_technology
yoona.ai,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Machine Learning,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,6,"$2,193,263",Seed,2024-07-07,,4.0,2.0,yoona.ai is a B2B SaaS Platform.,AI,yoona.ai AI startup website,98.0,0.0,2000.0,500.0,1,$,2193263.0,,,1.08,historical,1.08,2368724.04,,5,54,2,information_technology
allO,2021-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Food and Beverage, Payments,,,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,11-50,2,"$6,489,425",Seed,2024-07-09,"$5,000,000",13.0,18.0,allO is an all-in-one restaurant management system. Our mission is to help local restaurants thrive. We strive to democratize gastronomy.,Food and Beverage,allO Food and Beverage startup website,0.0,312.0,4000.0,500.0,1,$,6489425.0,$,5000000.0,1.08,historical,1.08,7008579.0,5400000.0,4,42,2,financials
lemon.markets,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Developer APIs, Enterprise Applications,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"€27,000,000",Seed,2024-07-11,"€12,000,000",7.0,23.0,"Lemon.markets is a FinTech platform that offers an easy-to-use API for stock trading, order execution, and market data retrieval.",Developer APIs,lemon.markets Developer APIs startup website,0.0,0.0,10000.0,500.0,1,€,27000000.0,€,12000000.0,1.08,historical,1.08,27000000.0,12000000.0,5,54,2,information_technology
trail,2023-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€1,450,000",Pre-Seed,2024-07-11,"€1,450,000",8.0,,"Trail offers a straightforward approach to implementing AI Governance, empowering developers and businesses to create reliable AI solutions",AI,trail AI startup website,0.0,0.0,1000.0,500.0,1,€,1450000.0,€,1450000.0,1.08,historical,1.08,1450000.0,1450000.0,2,18,1,information_technology
